"Run.ID","Future.ID","time","S","Delta.Temp","CO2.Concentration","alfa","epsilon","size.factor","Eta.re","Eta.ce","Gamma.re","Gamma.ce","Nu.re","Nu.ce","k.re","k.ce","lambda.S","sigma.utility","Climate.Model","Beta.Delta.Temp","CO2.base","CO2.Disaster","Delta.Temp.Disaster","qsi","Delta.S","S.0","policy.name","Cost.S.Damage","policy.status","Policy.Duration","Policy.Start.Time","ce.tax_N","RD.subsidy_N","RD.subsidy.GF_N","Tec.subsidy_N","Tec.subsidy.GF_N","ce.tax_S","RD.subsidy_S","Tec.subsidy_S","dS.lag","rho","Region","Ace","Agg.demand.ce.tech","Agg.demand.re.tech","Are","Consumption","Gamma.ce.t","Gamma.re.t","L","Labor.ce","Labor.re","Price.ce","Price.re","Profits.ce","Profits.re","RelLabor","RelPrice","Utility.Consumer","Y","Yce","Yce.0","Yre","Yre.0","labor.growth","sce","sre"
175,175,2037,2320.1535324161,1.60393791622881,464.083467583904,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.993785854497252,1,295,9.9,0,0,0,0,0,0,0,0,-3.76814454729713,0.008,"N",265.850487289415,225.796340131704,58.5775741399309,179.274714254688,253.405595007453,0.25,0.25,1,0.794012139650835,0.205987860349165,1.04616223315279,1.36222353835664,0.998471416062394,0.259030032846775,0.259426588162428,1.3021150020407,0.816128823201444,284.373914271635,215.833006560778,193.2,43.0014402853424,45.55074,0,0.676873690052502,0.323126309947498
175,175,2037,2320.1535324161,1.60393791622881,464.083467583904,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.993785854497252,1,295,9.9,0,0,0,0,0,0,0,0,-3.76814454729713,0.008,"S",89.856805764997,334.884973809925,35.1816994285391,46.5359051666067,82.4416031306989,0.25,0.25,4,3.61972582809835,0.380274171901652,1.0197371366406,1.5847082492382,1.48086135418749,0.155573474873,0.105056070531572,1.55403602781285,0.809381431722186,370.066673238464,328.403234301306,257.54634,22.2007422788716,27.82166,0,0.790060126551467,0.209939873448533
175,175,2042,2300.56612128765,1.73998160869934,483.670878712354,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.992552485459028,1,295,9.9,0,0,0,0,0,0,0,0,-3.98196789672833,0.008,"N",270.405051430438,230.683737514692,58.0343756859568,180.717021993283,257.276710673098,0.25,0.25,1,0.798992951835949,0.201007048164051,1.04488305071502,1.36876291384552,1.02008348728997,0.256628009283301,0.251575496006781,1.30996757283876,0.784295977538018,288.718113200648,220.7746956531,193.2,42.3991438538542,45.55074,0,0.682103484875827,0.317896515124173
175,175,2042,2300.56612128765,1.73998160869934,483.670878712354,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.992552485459028,1,295,9.9,0,0,0,0,0,0,0,0,-3.98196789672833,0.008,"S",93.3690482549619,349.823549770178,33.868387119098,47.2150635016706,85.4769712405084,0.25,0.25,4,3.646921044068,0.353078955931999,1.01824487340535,1.60788213278013,1.54691973708373,0.149766007840651,0.0968156293118298,1.57907216110289,0.778098664173945,383.691936889276,343.555424541693,257.54634,21.0639738004536,27.82166,0,0.801731839874663,0.198268160125337
175,175,2047,2279.89090610342,1.87772930633885,504.346093896583,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.991160857479019,1,295,9.9,0,0,0,0,0,0,0,0,-4.20112877996928,0.008,"N",275.074038059787,235.712445112141,57.4527931954238,182.146831451471,261.239543855871,0.25,0.25,1,0.804025901818724,0.195974098181276,1.04360012643313,1.37557055541655,1.04232043228589,0.254056251510164,0.243741025927122,1.31810117742899,0.753704078985776,293.165238307565,225.864714982138,193.2,41.7665186050933,45.55074,0,0.687458495069545,0.312541504930455
175,175,2047,2279.89090610342,1.87772930633885,504.346093896583,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.991160857479019,1,295,9.9,0,0,0,0,0,0,0,0,-4.20112877996928,0.008,"S",96.9536421973079,365.064016476852,32.5424540615217,47.8595682607568,88.5767814741862,0.25,0.25,4,3.67261645397815,0.327383546021855,1.01684708204844,1.63182857042444,1.61431308086064,0.143902731860049,0.0891417740252281,1.6047924995144,0.748007985535512,397.606470538374,359.015650358588,257.54634,19.9423239985665,27.82166,0,0.813119749046073,0.186880250953927
175,175,2052,2258.10125931554,2.01691990429953,526.135740684458,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.989599505109643,1,295,9.9,0,0,0,0,0,0,0,0,-4.42561038020158,0.008,"N",279.861539708709,240.886703821848,56.8327867844629,183.563092906067,265.297838079283,0.25,0.25,1,0.809106260833908,0.190893739166092,1.04231481870928,1.38265768996073,1.06520100430021,0.251314583160895,0.235931605533922,1.32652598345758,0.724304770011303,297.719490606311,231.107434623393,193.2,41.104018150781,45.55074,0,0.692937058179862,0.307062941820138
175,175,2052,2258.10125931554,2.01691990429953,526.135740684458,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.989599505109643,1,295,9.9,0,0,0,0,0,0,0,0,-4.42561038020158,0.008,"S",100.61075456071,380.600431070359,31.2130432749022,48.4700849706536,91.7417467472656,0.25,0.25,4,3.69682348714279,0.303176512857211,1.01554091148697,1.65653929623283,1.68301510619313,0.138024077361617,0.0820100050520752,1.6311891303397,0.719065649463782,411.813474345261,374.776069349168,257.54634,18.8423198567546,27.82166,0,0.824189102979749,0.175810897020251
175,175,2057,2235.17062090356,2.15730700417749,549.066379096435,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.987856359287876,1,295,9.9,0,0,0,0,0,0,0,0,-4.65540076593667,0.008,"N",284.771799267245,246.210815013271,56.1744486831178,184.964749480021,269.455508479852,0.25,0.25,1,0.814228881406338,0.185771118593663,1.04102855230209,1.39003587257454,1.08874422398868,0.248403412076747,0.228155894289574,1.33525239965866,0.696051576030596,302.385263696389,236.507264348139,193.2,40.4122294909373,45.55074,0,0.698536990074866,0.301463009925134
175,175,2057,2235.17062090356,2.15730700417749,549.066379096435,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.987856359287876,1,295,9.9,0,0,0,0,0,0,0,0,-4.65540076593667,0.008,"S",104.340502844557,396.427213624605,29.888459791323,49.0473809347628,94.9724741452332,0.25,0.25,4,3.71956499228061,0.280435007719389,1.01432310109802,1.68200458822231,1.753001138648,0.13216676919723,0.0753945712203951,1.65825325914545,0.691229315812762,426.315673415927,390.829325680808,257.54634,17.7695471228837,27.82166,0,0.834910167411919,0.165089832588081
175,175,2062,2211.07246829072,2.29865953894114,573.16453170928,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.985918618845574,1,295,9.9,0,0,0,0,0,0,0,0,-4.89049448896758,0.008,"N",289.809212377901,251.689136164353,55.4780116855463,186.350740691656,273.716645449046,0.25,0.25,1,0.819388199311418,0.180611800688582,1.03974281435424,1.39771697639904,1.11296936011877,0.245323767673486,0.220422750584352,1.34429106612016,0.66889983186054,307.1671478499,242.068646870786,193.2,39.6918779855385,45.55074,0,0.704255558712039,0.295744441287961
175,175,2062,2211.07246829072,2.29865953894114,573.16453170928,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.985918618845574,1,295,9.9,0,0,0,0,0,0,0,0,-4.89049448896758,0.008,"S",108.142980392559,412.539289302927,28.5761257283141,49.5923130662807,98.2694865835847,0.25,0.25,4,3.74087393226745,0.259126067732548,1.01319005658696,1.70821361316371,1.82424873729754,0.126363627970605,0.0692688586742841,1.68597550090258,0.664458034208674,441.115415031241,407.168710964862,257.54634,16.7286605774025,27.82166,0,0.845258316145343,0.154741683854657
175,175,2067,2185.78027900009,2.44076212120725,598.456720999913,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.983772595330215,1,295,9.9,0,0,0,0,0,0,0,0,-5.13089395966791,0.008,"N",294.978329529876,257.326076566168,54.7438569620413,187.720006275229,278.085517766987,0.25,0.25,1,0.824578240065883,0.175421759934117,1.03845914951273,1.40571318004494,1.1378959105756,0.242077335486147,0.212741194722893,1.35365284296887,0.642806611035894,312.069933528209,247.796051184981,193.2,38.9438313157818,45.55074,0,0.710089461157508,0.289910538842492
175,175,2067,2185.78027900009,2.44076212120725,598.456720999913,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.983772595330215,1,295,9.9,0,0,0,0,0,0,0,0,-5.13089395966791,0.008,"S",112.018281635231,428.932210566398,27.2825619361042,50.1058152816634,101.633245944245,0.25,0.25,4,3.76079194642077,0.239208053579234,1.01213792671395,1.73515476448157,1.89673823512461,0.120643488881453,0.0636057662819912,1.71434615647198,0.6387122220569,456.214772502502,423.788299247899,257.54634,15.7234170084278,27.82166,0,0.855213976030475,0.144786023969525
175,175,2072,2159.26748750683,2.58341514404011,624.969512493172,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.981403526566888,1,295,9.9,0,0,0,0,0,0,0,0,-5.37661054166651,0.008,"N",300.283857818132,263.126093204363,53.9725210377666,189.07149023495,282.566575151161,0.25,0.25,1,0.829792630387989,0.170207369612011,1.0371791541115,1.41403695258133,1.16354358414969,0.238666488029004,0.205120367883271,1.36334879753022,0.617730657876877,317.098614242129,253.693966140082,193.2,38.1691022566557,45.55074,0,0.716034804560888,0.283965195439112
175,175,2072,2159.26748750683,2.58341514404011,624.969512493172,0.33,6.111111111,4,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0.1443,2,"GFDL-ESM2M",3.290828914,285.0510445,2784.237474,6,0.010007156,0.00070503,2402.71314,"FWA",0.981403526566888,1,295,9.9,0,0,0,0,0,0,0,0,-5.37661054166651,0.008,"S",115.966526475487,445.602258030017,26.0133935126626,50.5888859022775,105.06417677242,0.25,0.25,4,3.77936785238088,0.220632147619117,1.0111626779752,1.76281598122481,1.97045318500874,0.115031226112994,0.0583780558645874,1.74335546556639,0.613953638307546,471.615651542679,440.683054997949,257.54634,14.7567266179357,27.82166,0,0.864762447157106,0.135237552842894
